153.62,153.34
155.49,171.27
158.51,189.05
162.6,206.93
169.1,224.37
179.6,239.51
193.26,251.5
208.99,260.29
226.52,263.17
244.06,259.15
259.3,249.24
272.27,236.31
282.01,220.55
287.79,202.94
291.02,185.15
293.04,167.55
293.84,149.86
163.68,134.97
173.07,128.12
185.04,126.19
197.23,127.87
208.86,131.88
237.24,131.31
248.47,126.78
260.4,124.48
272.33,125.69
282,131.88
223.64,148.36
223.88,160.75
224.12,173.11
224.36,185.37
212.95,192.7
218.71,194.75
224.8,195.55
230.79,194.46
236.38,192.13
178.28,150.55
186.06,145.04
195.84,145.05
203.56,150.64
195.19,153.12
186.32,153.53
243.48,149.72
250.85,143.8
260.58,143.26
268.59,148.39
260.74,151.76
251.91,151.78
200.5,218.42
207.54,213.06
215.89,209.26
225.06,210.46
234.2,208.8
242.72,212.16
249.99,217.21
243.6,223.97
235.13,228.24
225.63,229.82
216.08,228.71
207.35,224.86
215.58,216.38
225.27,216.83
234.98,215.9
235.02,217.73
225.38,219.06
215.71,218.22
