153.1,151.78
154.37,169.76
157.26,187.38
161.04,204.54
167.24,221.05
177.38,235.98
190.14,248.9
206,259.02
223.47,261.57
240.03,258.75
254.56,249.5
267.86,237.24
278.66,222.43
285.43,204.91
289.27,186.35
292.02,167.6
293.22,148.63
160.62,135.34
170.19,126.64
183.64,124.22
197.43,125.58
210.06,129.95
234.33,128.9
247.94,123.59
261.52,121.93
274.74,124.55
284.31,132.92
222.54,145.59
222.9,157.15
223.23,168.68
223.59,180.64
208.48,191.73
215.97,193.86
223.44,195.51
230.91,193.54
237.79,191.45
175.21,149.53
183.43,143.87
194.16,143.9
203.08,150.61
193.87,153.14
183.2,153.44
242.18,149.53
251.15,142.24
261.6,142.22
269.71,147.25
262.69,151.37
252.32,151.73
195.86,218.32
206.51,212.26
216.4,208.75
223.5,210.54
231.18,208.48
241.58,211.75
251.32,216.91
242.04,224.56
232.2,227.8
223.86,228.62
216.12,228.19
206.15,225.34
200.7,218.43
216.23,216.17
223.52,216.66
231.38,215.83
246.73,217.17
231.29,217.66
223.39,218.52
215.99,217.91
